pagesNumber,Authors,Publisher,Rating,Language,RatingDistTotal,RatingDist5,RatingDist3,CountsOfReview,PublishDay,ISBN,RatingDist4,PublishMonth,Id,PublishYear,RatingDist1,RatingDist2,Name
71,Bruce Hoffman,RAND Corporation,4.67,,total:3,5:02,3:00,0,12,0833008765,4:01,31,113630,1988,1:00,2:00,Recent Trends And Future Prospects Of Terrorism In The United States
182,Bard E. O'Neill,Potomac Books,3.92,,total:170,5:53,3:42,1,4,1574883356,0.210416667,1,113632,2001,1:01,2:11,Insurgency & Terrorism
240,Robert J. Bunker,Routledge,4,,total:6,5:01,3:01,1,12,0415385946,4:04,8,113633,2005,1:00,2:00,"Networks, Terrorism and Global Insurgency"
2016,James J.F. Forest,Praeger,4,,total:2,5:01,3:01,1,6,0275990346,4:00,1,113634,2007,1:00,2:00,Countering Terrorism and Insurgency in the 21st Century [3 Volumes]: International Perspectives
320,The Onion,Three Rivers Press,4.28,,total:201,0.271527778,3:25,6,10,030733984X,0.222222222,31,113638,2006,1:00,2:05,"Homeland Insecurity: The Onion Complete News Archives, Volume 17"
176,Gary Soto,HMH Books for Young Readers,3.56,,total:1343,0.420833333,0.414583333,25,12,0152062653,0.453472222,1,113639,2006,0.084027778,0.184722222,Buried Onions
320,The Onion,Three Rivers Press,4.35,,total:315,0.318055556,3:40,3,10,1400054567,0.245138889,4,113640,2005,1:01,2:03,Embedded in America: The Onion Complete News Archives Volume 16
165,The Onion,Three Rivers Press,4.2,,total:1321,0.607638889,0.279861111,19,4,0609804634,0.503472222,4,113643,2000,1:09,2:29,"The Onion's Finest News Reporting, Volume 1"
219,Frank Close,Taylor & Francis,4.16,,total:62,5:31,3:12,3,12,1584887982,4:15,15,113645,2006,1:01,2:03,The New Cosmic Onion: Quarks and the Nature of the Universe
272,The Onion,Three Rivers Press,4.38,eng,total:197,0.277083333,3:17,6,9,140004961X,0.220833333,23,113646,2003,1:01,2:02,"The Onion Ad Nauseam: Complete News Archives, Volume 14"
264,The Onion,Three Rivers Press,4.22,eng,total:751,0.440972222,0.197222222,18,9,1400047242,0.363888889,24,113647,2002,1:08,2:20,"The Onion Ad Nauseam: Complete News Archives, Volume 13"
272,The Onion,Three Rivers Press,4.4,,total:229,0.2875,3:18,6,9,1400054559,0.232638889,28,113648,2004,1:00,2:02,Fanfare for the Area Man: The Onion Ad Nauseam Complete News Archives Volume 15
390,Seth Kamil,New York University Press,4.21,,total:14,5:06,3:03,1,4,0814747485,4:05,1,113649,2002,1:00,2:00,The Big Onion Guide to New York City: Ten Historic Tours
240,Claudia Bishop,Berkley,3.56,eng,total:180,5:31,0.172916667,25,9,0425212238,0.209027778,5,113651,2006,1:04,2:15,"The Case of the Roasted Onion (The Casebook of Dr. McKenzie, #1)"
215,Satyam Nadeen,Hay House,4.14,,total:21,5:12,3:01,3,3,156170587X,4:04,1,113654,1999,1:00,2:04,From Onions to Pearls
432,Fritz Onion,Addison-Wesley Professional,3,,total:1,5:00,3:01,0,2,0201760398,4:00,21,113655,2003,1:00,2:00,Essential ASP.NET with Examples in Visual Basic .Net
40,Diane Murrell,Autism Asperger Publishing Company,3.75,,total:8,5:04,3:01,1,1,1931282641,4:01,1,113656,2004,1:01,2:01,Oliver Onion: The Onion Who Learns to Accept and Be Himself
488,Gracia Clark,University of Chicago Press,3.81,,total:16,5:03,3:06,0,1,0226107809,4:07,1,113657,1995,1:00,2:00,Onions Are My Husband: Survival and Accumulation by West African Market Women
8,Michael Gorkin,University of California Press,3.83,,total:6,5:00,3:01,0,3,0520081862,4:05,15,113658,1993,1:00,2:00,"Days of Honey, Days of Onion: The Story of a Palestinian Family in Israel"
176,Barbara Ciletti,Taunton Press,4,,total:3,5:01,3:01,0,8,156158245X,4:01,1,113659,1998,1:00,2:00,The Onion Harvest Cookbook
232,Top Studio Design,Rockport Publishers,3.93,,total:14,5:04,3:03,0,6,1592531318,4:06,1,113660,2005,1:00,2:01,Letterhead and Logo Design 8
464,Alex G. Little,Wiley-Blackwell,4,,total:2,5:00,3:00,0,3,0879934271,4:02,15,113662,2004,1:00,2:00,Complications in Cardiothoracic Surgery: Avoidance and Treatment
256,Philip S. Mehler,Johns Hopkins University Press,3,,total:1,5:00,3:01,0,1,0801862779,4:00,5,113663,2000,1:00,2:00,Eating Disorders: A Guide to Medical Care and Complications
744,Jonathan B. Towne,CRC Press,0,,total:0,5:00,3:00,0,2,0824747763,4:00,23,113664,2004,1:00,2:00,Complications in Vascular Surgery
144,Duncan Long,Paladin Press,3,,total:1,5:00,3:01,0,5,0873645111,4:00,1,113665,1989,1:00,2:00,AR-15/M16 Super Systems
200,Duncan Long,Paladin Press,0,,total:0,5:00,3:00,0,1,0873645898,4:00,1,113666,1991,1:00,2:00,Mini-14 Super Systems
256,Michael Konik,Broadway,3.71,,total:154,5:34,3:48,8,12,0767904451,4:58,28,113668,1999,1:02,2:12,"The Man with the $100,000 Breasts: And Other Gambling Stories"
256,Michael Konik,The Lyons Press,3.56,,total:78,5:14,3:32,1,12,1585747416,4:24,1,113669,2002,1:00,2:08,Telling Lies and Getting Paid: Gambling Stories
320,Michael Konik,Delta,3.4,,total:159,5:33,3:42,7,3,0385338635,4:46,28,113671,2006,1:10,2:28,Ella in Europe: An American Dog's International Adventures
241,Michael Konik,Huntington Press,3.56,,total:78,5:14,3:32,0,5,0929712730,4:24,1,113673,2001,1:00,2:08,Telling Lies and Getting Paid: More Gambling Stories
224,Michael Konik,Huntington Press,3.5,,total:4,5:00,3:02,1,11,092971203X,4:02,1,113674,2000,1:00,2:00,"Nice Shot, Mr. Nicklaus: Stories About the Game of Golf"
320,Eugene Konik,Writers Club Press,0,,total:0,5:00,3:00,0,12,0595139191,4:00,1,113676,2000,1:00,2:00,To the Heart of Danger
960,Bruce Wasserstein,Business Plus,3.8200000000000003,,total:88,5:22,3:25,2,9,0446675210,4:35,1,113677,2001,1:01,2:05,Big Deal: Mergers and Acquisitions in the Digital Age
944,Bruce Wasserstein,Warner Books (NY),3.38,,total:24,5:03,3:10,4,1,0446526428,4:08,26,113678,2000,1:02,2:01,Big Deal: 2000 and Beyond Revised Edition
213,Michael de Guzman,Farrar Straus Giroux,3.12,,total:16,5:01,3:11,4,10,0374306729,4:02,6,113680,2004,1:00,2:02,Beekman's Big Deal
256,Sharon A. Hersh,Shaw Books,4,,total:4,5:01,3:01,0,4,0877882029,4:02,18,113681,2006,1:00,2:00,"Mom, Sex is No Big Deal!: Becoming Your Daughter's Ally in Developing a Healthy Sexual Identity"
96,Stanton L. Jones,NavPress,3.9,,total:174,0.253472222,3:27,5,2,1600060161,0.208333333,16,113682,2007,1:12,2:10,What's the Big Deal?: Why God Cares About Sex
160,Jim Burgen,Standard Publishing Company,4.2,en-US,total:5,5:04,3:00,0,1,0784712522,4:00,29,113683,2008,1:01,2:00,What's the Big Deal about My Parents?
416,Anthony Holden,Simon  Schuster,3.63,,total:652,0.309027778,0.245138889,4,4,0743294815,0.338888889,3,113684,2007,1:41,2:45,Big Deal: A Year as a Professional Poker Player
296,Juel E. Anderson,Marketplace Books,4,,total:3,5:00,3:00,0,5,1592800556,4:03,1,113690,2003,1:00,2:00,"Poker, Sex, and Dying: Inside the Mind of a Gambler"
262,Mason Malmuth,Two Plus Two Pub.,3.43,,total:46,5:06,3:15,1,5,1880685094,4:17,1,113691,1996,1:01,2:07,Poker Essays
256,John Stravinsky,Harper Paperbacks,3.62,,total:21,5:04,3:08,1,3,0060559594,4:07,15,113694,2005,1:00,2:02,Read 'Em and Weep: A Bedside Poker Companion
384,David Lipsky,Vintage,3.9699999999999998,,total:1213,0.468055556,0.302083333,126,5,1400076935,0.522916667,11,113696,2004,1:12,2:59,Absolutely American: Four Years at West Point
128,Nancy Holyoke,,4.04,,total:26,5:09,3:03,1,9,0613254864,4:12,28,113699,1999,1:01,2:01,Help!: A Girl's Absolutely Indispensable Guide to Divorce and Stepfamilies (American Girl Library)
340,Jayne Ann Krentz,Pocket Books,3.95,eng,total:4638,1.254861111,0.945833333,121,4,0671551701,1.349305556,1,113700,1999,1:43,0.224305556,"Absolutely, Positively"
522,Bathroom Readers' Institute,Portable Press,4.25,eng,total:494,0.361805556,0.180555556,14,5,1879682737,0.295138889,1,113701,2002,1:00,2:08,"Uncle John's Absolutely Absorbing Bathroom Reader (Uncle John's Bathroom Reader, #12)"
384,Eric Alterman,Basic Books,3.85,,total:783,0.363194444,0.249305556,31,3,0465001777,0.380555556,3,113702,2004,1:17,2:56,What Liberal Media?: The Truth about Bias and the News
368,Nadia Saderman Hall,Wadsworth Publishing,4.5,,total:2,5:01,3:00,0,7,0827380151,4:01,16,113704,1998,1:00,2:00,Creative Resources for the Anti-Bias Classroom
320,Kelly D. Brownell,The Guilford Press,3.27,,total:11,5:01,3:04,0,8,1593851995,4:04,24,113705,2005,1:01,2:01,"Weight Bias: Nature, Consequences, and Remedies"
96,Gretchen K. Hudock,Martingale and Company,5,,total:1,5:01,3:00,0,8,1564775453,4:00,9,113707,2004,1:00,2:00,Seasonal Quilts Using Quick Bias
208,Christopher Styler,Houghton Mifflin Harcourt,3.7,,total:90,5:26,3:24,10,9,047147939X,4:28,8,113708,2006,1:05,2:07,Working the Plate: The Art of Food Presentation
240,Ernie J. Zelinski,Ten Speed Press,3.76,eng,total:647,0.349305556,0.248611111,50,9,1580085520,0.298611111,1,113709,2003,1:26,2:50,"The Joy of Not Working:  A Book for the Retired, Unemployed and Overworked"
368,Stephen Fishman,NOLO,3.94,,total:129,5:45,3:28,0,2,1413304400,4:44,1,113710,2006,1:01,2:11,"Working for Yourself: Law & Taxes for Independent Contractors, Freelancers & Consultants"
426,Isa N. Engleberg,Houghton Mifflin,2.9699999999999998,,total:72,5:10,3:28,0,8,0618677429,4:11,1,113711,2006,1:10,2:13,Working in Groups: Communication Principles and Strategies
230,Julia Kristeva,Columbia University Press,3.88,eng,total:319,0.276388889,0.177777778,9,6,0231071574,0.247916667,10,113712,1991,1:04,2:24,Strangers to Ourselves
214,David W. Brown,Free Press,3,,total:4,5:01,3:01,1,6,0029048753,4:00,1,113713,1995,1:00,2:02,When Strangers Cooperate: Using Social Conventions to Govern Ourselves
216,Richards J. Heuer Jr.,Novinka Books,4.29,,total:546,0.3875,0.178472222,41,8,1594546797,0.30625,15,113714,2005,1:02,2:08,Psychology of Intelligence Analysis
514,J.P. Guilford,McGraw-Hill Companies,3.33,,total:3,5:01,3:00,0,1,0070251371,4:01,1,113715,1971,1:01,2:00,The Analysis of Intelligence
336,Larry Weiss,Academic Press,0,,total:0,5:00,3:00,0,5,0122800559,4:00,30,113718,2003,1:00,2:00,Culture and Children's Intelligence: Cross-Cultural Analysis of the Wisc-III
344,Paul 't Hart,Johns Hopkins University Press,4.25,,total:4,5:02,3:01,0,9,0801848903,4:01,1,113719,1994,1:00,2:00,Groupthink in Government: A Study of Small Groups and Policy Failure
432,Ron Suskind,Simon  Schuster,3.8200000000000003,eng,total:1916,0.561111111,0.470138889,69,9,0743255461,0.69375,2,113720,2004,1:50,0.154166667,"The Price of Loyalty: George W. Bush, the White House, and the Education of Paul O'Neill"
192,James P. Duffy,Lyons Press,3.62,,total:39,5:08,3:15,8,8,1592289347,4:13,1,113721,2006,1:02,2:01,Target: America: Hitler's Plan to Attack the United States
67,Matt Bacak,Morgan James Publishing,3.33,,total:6,5:02,3:01,1,12,1600370527,4:01,1,113726,2006,1:01,2:01,Secrets of the Internet Millionaire Mind
550,Russell H. Conwell,bnpublishing.com,3.96,,total:23,5:10,3:03,0,4,9568351493,4:06,1,113727,2005,1:00,2:04,"Automatic Wealth: The Secrets of the Millionaire Mind--Including: Acres of Diamonds by Russell H. Cornwell, As a Man Thinketh by James Allen, It Dare you! ... and Think and Grow Rich by Napoleon Hill"
308,Russell H. Conwell,www.bnpublishing.com,3.96,,total:23,5:10,3:03,1,5,9569569549,4:06,30,113728,2006,1:00,2:04,"Automatic Wealth, the Secrets of the Millionaire Mind-Including: As a Man Thinketh, the Science of Getting Rich, the Way to Wealth and Think and Grow Rich"
60,Linda J. Etim,iUniverse,0,,total:0,5:00,3:00,0,9,0595362281,4:00,28,113729,2005,1:00,2:00,5 Steps to Developing a Millionaire Mind: A Broke Man or Woman's Guide to Wealth
300,Thomas C. Schelling,Yale University Press,4.1,eng,total:648,0.386111111,0.209027778,23,9,0300002211,0.332638889,10,113730,1967,1:04,2:28,Arms and Influence
432,Stuart A. Herrington,Mariner Books,4.18,eng,total:107,5:41,3:15,8,10,0156011174,4:48,19,113733,2000,1:01,2:02,Traitors Among Us: Inside the Spy Catcher's World
133,Elizabeth Van Steenwyk,William B. Eerdmans Publishing Company,3.16,,total:49,5:05,3:16,4,8,0802851576,4:15,1,113734,1999,1:04,2:09,A Traitor Among Us
200,Robert Boice,New Forums Press,3.84,,total:179,5:52,3:48,25,3,091350713X,0.211111111,24,113736,1990,1:02,2:13,Professors as Writers: A Self-Help Guide to Productive Writing
248,David Horowitz,Regnery Publishing,3.27,,total:147,5:31,3:43,24,2,0895260034,4:37,1,113737,2006,1:24,2:12,The Professors: The 101 Most Dangerous Academics In America
448,Richard M. Reis,Wiley,3.91,,total:67,5:21,3:23,6,4,0780311361,4:21,1,113738,1997,1:00,2:02,Tomorrow's Professor: Preparing for Careers in Science and Engineering
122,Donna Carrick,Booksurge Publishing,3.35,,total:231,5:31,0.179166667,35,7,1419641867,0.219444444,27,113739,2006,1:10,2:36,The Noon God
62,Michael Earl Craig,Fence Books,4.46,,total:70,5:43,3:07,7,4,0971318913,4:18,1,113741,2001,1:00,2:02,Can You Relax in My House
80,Michael Earl Craig,Fence Books,4.36,,total:74,5:41,3:08,16,4,0977106462,4:22,1,113742,2006,1:00,2:03,"Yes, Master"
203,Michael Craig,Career Press,3.54,,total:13,5:01,3:05,3,1,1564144771,4:06,1,113743,2000,1:00,2:01,The 50 Best (and Worst) Business Deals of All Time
201,Lydia Davis,Picador,3.98,eng,total:1541,0.554166667,0.347916667,121,9,0312420560,0.602083333,1,113744,2002,1:20,0.135416667,Samuel Johnson Is Indignant
80,Michael Craig-Martin,Richter Verlag,0,,total:0,5:00,3:00,0,3,3937572147,4:00,15,113745,2005,1:00,2:00,"Arp Craig Martin Arp: 11 Reliefs, 11 Paintings, 11 Sculptures."
173,Michael Craig Clemmens,Gestalt Press,3.67,,total:3,5:00,3:01,0,5,088163445X,4:02,1,113749,2005,1:00,2:00,Getting Beyond Sobriety: Clinical Approaches to Long-Term Recovery
272,Michael   Craig,Allen & Unwin,5,,total:1,5:01,3:00,0,12,1741145651,4:00,1,113750,2005,1:00,2:00,The Smallest Giant: An Actor's Life
576,Ernest R. May,W.W. Norton & Company,4.18,en-US,total:174,0.260416667,3:36,2,1,0393322599,4:59,13,113751,2002,1:00,2:04,The Kennedy Tapes: Inside the White House during the Cuban Missile Crisis
453,Max Holland,Knopf,3.48,,total:31,5:05,3:13,8,9,1400042380,4:10,14,113752,2004,1:02,2:01,The Kennedy Assassination Tapes
295,Craig A. Michaels,Singular Publishing Group,0,,total:0,5:00,3:00,0,3,1565931653,4:00,1,113755,1994,1:00,2:00,Transition Strategies for Persons with Learning Disabilities
57,Craig A. Michaels,Pro-Ed,0,,total:0,5:00,3:00,0,1,0890797838,4:00,1,113756,1998,1:00,2:00,Transition to Employment
256,Michael Craig,Career Press,3.33,,total:6,5:01,3:03,1,9,1564146278,4:01,1,113757,2002,1:00,2:01,"The 5 Minute Investor: When You Don't Want to Spend the Time, But Want the Results"
115,Michael-Dante Craig,Writers Club Press,3.33,,total:3,5:00,3:02,0,5,0595183859,4:01,16,113759,2001,1:00,2:00,The Totally Awesome 80s TV Trivia Book
117,David Birmingham,Ohio University Press,3.29,,total:38,5:03,3:16,1,1,0821411535,4:12,31,113760,1996,1:00,2:07,The Decolonization Of Africa
263,John D. Hargreaves,Longman Publishing Group,2.33,,total:6,5:00,3:03,0,1,0582491509,4:00,1,113761,1988,1:01,2:02,Decolonization in Africa
213,Roy Bridges,St. Martin's Press,0,,total:0,5:00,3:00,0,1,0312223951,4:00,15,113762,2000,1:00,2:00,"Imperialism, Decolonization, and Africa: Studies Presented to John Hargreaves"
656,Prosser Gifford,Yale University Press,4.5,,total:2,5:01,3:00,0,1,0300043481,4:01,24,113763,1988,1:00,2:00,"The Transfer Of Power In Africa: Decolonization, 1940 1960"
360,Ebere Nwaubani,University of Rochester Press,0,,total:0,5:00,3:00,0,1,1580460763,4:00,15,113765,2001,1:00,2:00,"The United States and Decolonization in West Africa, 1950-1960"
250,Richard E. Bissell,Routledge,0,,total:0,5:00,3:00,0,1,0878554963,4:00,30,113766,1984,1:00,2:00,Africa in the Post-Decolonization Era
256,Tony Chafer,Bloomsbury Academic,3.43,,total:14,5:03,3:09,2,6,1859735576,4:01,1,113767,2002,1:00,2:01,The End of Empire in French West Africa: France's Successful Decolonization?
360,Jonny Bowden,Fair Winds Press,4.19,,total:1141,0.572222222,0.251388889,107,1,1592332285,0.428472222,1,113768,2007,1:10,2:48,"The 150 Healthiest Foods on Earth: The Surprising, Unbiased Truth about What You Should Eat and Why"
848,Vicky R. Bowden,LWW,3.6,,total:5,5:01,3:01,0,2,0781766826,4:02,27,113769,2007,1:00,2:01,Pediatric Nursing Procedures
176,Charles Bowden,University of Texas Press,4,,total:8,5:02,3:00,0,5,0292713304,4:05,1,113770,2006,1:00,2:01,Inferno
224,Mark Bowden,Grove Press,3.39,,total:810,0.284722222,0.376388889,62,9,0802140211,0.322916667,16,113771,2003,1:13,0.152777778,Finders Keepers: The Story of a Man Who Found $1 Million
280,Bobby Bowden,Taylor Trade Publishing,4.02,eng,total:62,5:19,3:10,5,12,1563527030,4:29,1,113772,2001,1:00,2:04,The Bowden Way: 50 Years of Leadership Wisdom
368,Steve Kluger,Avon,4.38,,total:4316,1.927777778,0.459722222,589,5,0060821442,1.004166667,24,113773,2005,1:56,0.15,Last Days of Summer
96,Jock Sturges,Aperture,4.29,eng,total:77,5:40,3:05,5,7,0893815381,4:26,1,113774,2004,1:01,2:05,The Last Day of Summer
456,Robert I. Rotberg,Brookings Inst. Press/World Peace Fdn.,3.23,,total:13,5:00,3:04,0,1,0815775733,4:06,31,113779,2003,1:00,2:03,State Failure and State Weakness in a Time of Terror
32,Karen Kaufman Orloff,Putnam Juvenile,4.21,eng,total:5802,2.225,0.811111111,7,10,0399246959,1.282638889,5,113780,2006,0.101388889,0.234027778,I Wanna Iguana [Modern Gem]
176,Wendy Ewald,Beacon Press,4.16,,total:74,5:27,3:11,10,9,0807031410,4:34,17,113781,2002,1:00,2:02,I Wanna Take Me a Picture: Teaching Photography and Writing to Children
112,Jean Cushman,Clarion Books,3.5,,total:10,5:01,3:06,3,10,0395565162,4:03,28,113782,1991,1:00,2:00,Do You Wanna Bet?: Your Chance to Find Out About Probability
285,Faith Conlon,Seal Press (CA),3.91,,total:43,5:14,3:16,15,4,1580051278,4:12,1,113783,2005,1:00,2:01,I Wanna Be Sedated: 30 Writers on Parenting Teenagers
134,Clea Hantman,Aladdin Paperbacks,3.69,eng,total:16,5:06,3:03,6,6,0689874626,4:04,1,113784,2006,1:02,2:01,I Wanna Make My Own Clothes
288,Alisha Yvonne,Urban Books,4.1,eng,total:42,5:21,3:07,6,3,1893196321,4:10,1,113785,2006,1:02,2:02,I Don't Wanna Be Right
134,Clea Hantman,Aladdin Paperbacks,4.22,,total:9,5:04,3:02,1,6,0689874634,4:03,1,113786,2006,1:00,2:00,I Wanna Re-Do My Room
224,V.W. Willis,iUniverse,5,,total:1,5:01,3:00,0,12,0595262155,4:00,12,113788,2002,1:00,2:00,www.Obit-Ink.com
304,Margaret Moser,Renaissance Books,3.24,eng,total:59,5:06,3:27,5,7,1580630235,4:15,15,113790,1998,1:02,2:09,Rock Stars Do The Dumbest Things
417,Tiffanie DeBartolo,Sourcebooks Landmark,4.06,eng,total:14452,4.545833333,1.823611111,1709,9,140220521X,3.295833333,1,113791,2005,0.334027778,0.661805556,How to Kill a Rock Star
952,Dafydd Rees,DK Publishing (Dorling Kindersley),4.53,,total:17,5:10,3:01,0,9,0789412632,4:06,1,113792,1996,1:00,2:00,DK Encyclopedia of Rock Stars
240,Skye Hoppus,Atria,2.86,,total:22,5:03,3:10,5,6,0743277805,4:00,19,113793,2007,1:00,2:09,Rock Star Momma: The Hip Guide to Looking Gorgeous Through All Nine Months and Beyond
304,Jacob Slichter,Broadway Books,3.9,,total:751,0.350694444,0.2625,101,5,0767914716,0.381944444,10,113794,2005,1:06,2:32,So You Wanna Be a Rock & Roll Star: How I Machine-Gunned a Roomful Of Record Executives and Other True Tales from a Drummer's Life
48,Kathleen Krull,Disney-Hyperion,3.86,,total:28,5:09,3:07,7,10,0786819502,4:09,1,113795,2003,1:00,2:03,The Book of Rock Stars: 24 Musical Icons That Shine Through History
152,Stephen Anderson,Beyond Words Publishing,2.33,,total:6,5:00,3:03,0,4,1885223994,4:00,1,113797,1999,1:01,2:02,"So, You Wanna Be a Rock Star?: How to Create Music, Get Gigs, and Maybe Even Make It Big"
211,Richard N. Haass,Brookings Institution Press,3.43,,total:7,5:01,3:01,0,6,0815733550,4:03,1,113798,2000,1:00,2:02,"Honey and Vinegar: Incentives, Sanctions, and Foreign Policy"
172,Ryan Peralto,LMH Publishers,0,,total:0,5:00,3:00,0,11,9768202300,4:00,1,113803,2006,1:00,2:00,A Fair Electoral System: Insure Your Democracy
303,Leon Trotsky,Pathfinder,4.08,,total:13,5:05,3:01,0,1,0873485041,4:06,1,113804,1977,1:01,2:00,"Portraits, Political and Personal"
336,Rebecca Pawel,Soho Crime,3.76,,total:157,5:28,3:47,20,2,1569474435,0.217361111,1,113805,2007,1:01,2:08,"The Summer Snow (Tejada, #4)"
156,William T. Hathaway,Avatar Publications,2.36,,total:14,5:02,3:05,2,9,097384423X,4:00,22,113806,2005,1:06,2:01,Summer Snow
224,Trudier Harris,Beacon Press (MA),3.83,,total:23,5:06,3:02,4,4,0807072540,4:11,15,113807,2003,1:00,2:04,Summer Snow: Reflections from a Black Daughter of the South
208,Stan Lynde,iUniverse,3.86,,total:22,5:07,3:04,0,9,059584071X,4:08,1,113808,2006,1:00,2:03,Summer Snow: A Merlin Fanshaw Western
132,Laurence W. Mazzeno,Twayne Publishers,3.5,,total:4,5:00,3:02,0,1,0805739823,4:02,1,113814,1994,1:00,2:00,Herman Wouk
223,Dan Carlinsky,HarperCollins Publishers,2.5,,total:2,5:00,3:01,0,1,0064640523,4:00,1,113815,1982,1:00,2:01,"College Humor: Cartoons, Stories, Poems, Jokes and Assorted Foolishness from Over 95 Campus Magazines from the 1870's to the 1980's, Including the Early Writings and Drawings of Thomas Wolfe, F. Scott Fitzgerald, Robert Benchley, James Thurber, S.J. Pe..."
336,Herman Wouk,Back Bay Books,4.06,,total:865,0.424305556,0.245138889,85,5,0316955116,0.40625,15,113817,1992,1:11,2:25,City Boy
479,Herman Wouk,Jonathan Cape,4.26,,total:20271,6.622916667,2.106944444,5,1,022460807X,5.472222222,1,113819,1951,0.131944444,0.368055556,'Caine' mutiny.
400,Michael Walzer,Basic Books,3.76,eng,total:2130,0.615972222,0.467361111,83,7,0465037070,0.73125,26,113830,2006,0.129166667,0.160416667,Just and Unjust Wars: A Moral Argument With Historical Illustrations
292,Mohammad Taghi Karoubi,Ashgate Publishing,5,,total:1,5:01,3:00,0,7,0754623750,4:00,26,113831,2004,1:00,2:00,Just or Unjust War?: International Law and Unilateral Use of Armed Force by States at the Turn of the 20th Century
95,John Howard Yoder,Augsburg Fortress Publishing,3.98,,total:60,5:17,3:10,0,1,0806620773,4:29,1,113833,1984,1:00,2:04,When War is Unjust: Being Honest in Just-War Thinking
736,Wendy Beckett,Non Basic Stock Line,3.96,en-US,total:4086,1.456944444,0.696527778,27,9,0789468050,0.852777778,20,113834,2000,0.173611111,0.282638889,The Story of Painting
144,Wendy Beckett,Continuum,4.36,,total:222,0.296527778,3:33,5,12,0826491243,4:56,1,113837,2006,1:01,2:05,Sister Wendy on Prayer: Biographical Introduction by David Willcock
206,John D. Beckett,InterVarsity Press,3.56,,total:25,5:04,3:06,5,6,0830833854,4:11,16,113838,2006,1:01,2:03,Mastering Monday: A Guide to Integrating Faith and Work
341,Ted Mitchell,Pegasus Books,3.89,,total:19,5:06,3:04,5,2,1933648104,4:07,1,113839,2008,1:00,2:02,Thomas Wolfe: An Illustrated Biography
174,Harold Bloom,Chelsea House Publications,0,,total:0,5:00,3:00,0,2,087754638X,4:00,1,113841,1988,1:00,2:00,Thomas Wolfe (Bloom's Modern Critical Views)
48,Wendy Beckett,,4.05,,total:20,5:08,3:05,2,9,0789401800,4:06,9,113842,1995,1:00,2:01,Sister Wendy Beckett Meditations on Silence
168,Katherine Beckett,"Oxford University Press, USA",3.73,,total:26,5:08,3:08,1,11,0195136268,4:07,18,113843,1999,1:01,2:02,Making Crime Pay: Law & Order in Contemporary American Politics
322,Andrew Gibson,OUP Oxford,3.67,,total:6,5:00,3:02,2,3,0199207755,4:04,8,113844,2007,1:00,2:00,Beckett and Badiou: The Pathos of Intermittency
608,James Beckett III,House of Collectibles,5,,total:1,5:01,3:00,0,9,037572060X,4:00,13,113845,2005,1:00,2:00,"The Official Beckett Price Guide to Football Cards 2005, Edition #24 (Official Price Guide to Football Cards)"
208,Gay Talese,Walker Books,4.02,,total:368,0.295138889,0.174305556,30,1,0802776442,0.269444444,1,113848,2003,1:00,2:24,The Bridge: The Building of the Verrazano-Narrows Bridge
352,Gay Talese,Ivy Books,4.45,,total:364,0.354166667,3:32,16,3,034546723X,0.247222222,1,113849,1995,1:02,2:04,Fame and Obscurity
480,Gay Talese,Ivy Books,3.91,,total:1322,0.479861111,0.317361111,85,3,0345472705,0.549305556,1,113850,1995,1:21,0.140277778,Thy Neighbor's Wife
339,Gay Talese,Longman Publishing Group,4,,total:20,5:07,3:05,3,12,0060465875,4:07,31,113851,1996,1:00,2:01,Writing Creative Nonfiction: The Literature of Reality
594,Gay Talese,Random House Trade Paperbacks,4.08,,total:455,0.326388889,0.171527778,51,4,0812976061,0.296527778,25,113852,2006,1:06,2:25,Unto the Sons
448,Gay Talese,Knopf,3.77,,total:345,0.272222222,0.190277778,33,4,0679410961,0.252777778,25,113853,2006,1:07,2:28,A Writer's Life
320,Gay Talese,Ticknor & Fields,3.7800000000000002,en-US,total:18,5:06,3:04,2,12,0899195334,4:05,31,113854,1988,1:00,2:03,The Best American Essays 1987
576,Gay Talese,Random House Trade Paperbacks,4.03,eng,total:407,0.297222222,0.174305556,30,1,0812977688,0.297222222,9,113855,2007,1:05,2:15,The Kingdom and the Power: Behind the Scenes at The New York Times: The Institution That Influences the World
177,Lydia Davis,Serpent's Tail,4.05,eng,total:1678,0.652083333,0.35,117,10,1852424214,0.589583333,3,113860,1996,1:19,0.14375,Break It Down
219,Lydia Davis,Farrar Straus Giroux,3.8200000000000003,en-US,total:1990,0.590972222,0.471527778,227,5,0374281734,0.689583333,15,113862,2007,1:43,0.183333333,Varieties of Disturbance
96,Maurice Blanchot,Barrytown Limited,4.23,,total:69,5:30,3:08,4,9,1886449422,4:28,30,113864,1989,1:00,2:03,The One Who Was Standing Apart from Me
269,Michel Leiris,Johns Hopkins University Press,4.21,,total:33,5:11,3:04,4,3,0801854865,4:18,31,113865,1997,1:00,2:00,Scratches
510,Michael E. Brown,MIT Press,3.55,,total:20,5:03,3:07,1,9,0262523159,4:08,14,113866,2001,1:01,2:01,"Nationalism and Ethnic Conflict, Revised Edition"
304,Jacques Bertrand,Cambridge University Press,3.77,eng,total:22,5:06,3:06,1,8,0521524415,4:08,1,113867,2004,1:01,2:01,Nationalism and Ethnic Conflict in Indonesia
